section,Lecture,Age,Primary major,Other Primary Major,Other majors,Zip Code,4701018: What is the latitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701019: What is the longitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701117: Are you considering declaring a Data Science Major?,Pizza topping,Pet owner,Runner,Sleep habit,Procrastinator
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,44.9778 N,93.2650 W,No,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,18,Engineering: Industrial,,,53706,41.3874° N,2.1686° E,No,none (just cheese),dog,No,night owl,Maybe
COMP SCI 319:LEC001,LEC001,37,Engineering: Other,Civil- Intelligent Transportation System,CS,53705,23.810331,90.412521,No,pineapple,neither,Yes,early bird,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Science: Physics,Atmospheric and Oceanic Sciences,,53703,42.696842,-89.026932,No,sausage,cat,No,night owl,Yes
"COMP SCI 220:LEC006, COMP SCI 220:LAB363",LEC006,19,Data Science,,Japanese,53715,53.266479,-9.052602,Yes,macaroni/pasta,dog,No,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Data Science,,,53703,45.19356,-87.118767,Yes,pepperoni,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,18,Engineering: Industrial,,,53715,21.306944,-157.858337,No,none (just cheese),dog,Yes,night owl,Maybe
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,19,Computer Science,,Data Science,53703,40.678177,-73.94416,Yes,Other,cat,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,18,Science: Biology/Life,,Data Science,53706,44.513317,-88.013298,Yes,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,40.712776,-74.005974,No,none (just cheese),dog,Yes,early bird,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,22,Other (please provide details below).,Economics,,53703,37.6,127,Maybe,pineapple,neither,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,20,Engineering: Industrial,,,53703,39.359772,-111.584167,No,pepperoni,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,19,Data Science,,Economics,53706,31.298973,120.585289,Yes,mushroom,cat,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,20,Computer Science,,,53715,43.073051,-89.40123,Maybe,none (just cheese),dog,No,night owl,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,25,Data Science,Computer Science,Statisics,53703,37.566536,126.977966,Yes,pineapple,dog,Yes,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,19,Data Science,,,53706,36.169941,-115.139832,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Engineering: Mechanical,,,53703,44.834209,87.376266,No,sausage,dog,Yes,no preference,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,20,Engineering: Mechanical,,,53703,43.17854,-89.163391,No,sausage,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,19,Engineering: Industrial,,,53703,41.93101,-87.64987,Maybe,pepperoni,neither,No,early bird,No
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC001,19,Engineering: Industrial,,,53703,11.89,-85,No,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,19,Engineering: Mechanical,,,53715,33.873417,-115.900993,No,pepperoni,dog,No,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,22,Other (please provide details below).,Economics,,53703,42.360081,-71.058884,No,pepperoni,dog,No,no preference,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Data Science,,,53706,34.04018,-118.48849,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,,Data Science,,,53704,43,-89,Yes,none (just cheese),neither,No,no preference,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,20,Business: Finance,,,53715,38.71049,-75.07657,No,sausage,dog,No,early bird,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,21,Engineering: Mechanical,,Communication Arts,53715,43.073051,-89.40123,No,Other,dog,Yes,early bird,No
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,18,Engineering: Industrial,,,53706,44.261799,-88.407249,No,sausage,dog,Yes,night owl,No
COMP SCI 319:LEC004,LEC001,26,Science: Other,Animal and Dairy Science,NA,53705,53.270668,-9.05679,Yes,pepperoni,dog,No,early bird,Yes
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,20,Data Science,NA,Economics,53715,43.355099,11.02956,Yes,sausage,dog,No,early bird,Maybe
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,19,Engineering: Mechanical,,,53715,45.40857,-91.73542,No,sausage,dog,Yes,no preference,No
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,22,Science: Other,N/A,N/A,53726,55.864239,-4.251806,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,18,Engineering: Mechanical,,,53706,50.808712,-0.1604,Maybe,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Science: Other,N/A,N/A,53703,13.35433,103.77549,No,none (just cheese),dog,No,no preference,Maybe
COMP SCI 319:LEC005,LEC005,24,Mathematics/AMEP,,,53705,40.7,-74,No,pineapple,cat,No,early bird,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,19,Other (please provide details below).,Interior Architecture,Data Science,53532,27.683536,-82.736092,Maybe,mushroom,cat,Yes,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Science: Chemistry,,,53715,40.7,-74,Maybe,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,20,Engineering: Biomedical,,,53703,-33.86882,151.20929,No,pepperoni,dog,No,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,20,Engineering: Industrial,,,53715,26.614149,-81.825768,No,pepperoni,dog,No,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Engineering: Biomedical,,,53706,45.440845,12.315515,No,none (just cheese),dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Data Science,,,53726,43.0766N,89.4125W,Yes,none (just cheese),cat,No,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,20,Engineering: Biomedical,,,53711,33.684566,-117.826508,No,pineapple,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,21,Statistics,,,26617,22.396427,114.109497,Maybe,pineapple,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,18,Data Science,,,53706,-33.86882,151.20929,Yes,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,21,Other (please provide details below).,ECONOMICS,DATA SCIENCE,53703,1.53897,103.58007,Yes,pineapple,neither,Yes,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Data Science,,,53558,41.877541,-88.066727,Yes,mushroom,dog,No,night owl,Maybe
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,17,Computer Science,,Data Science,53703,25.204849,55.270782,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,n/a,n/a,53715,19.7,-155,No,pineapple,dog,Yes,early bird,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Data Science,,Computer Science,53703,41.878113,-87.629799,Yes,none (just cheese),cat,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,18,Science: Biology/Life,,,53715,39.904202,116.407394,No,basil/spinach,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Science: Physics,,Mathematics,53711,43.038902,-87.906471,Maybe,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,18,Engineering: Mechanical,,,53706,41.902782,12.496366,No,pepperoni,neither,Yes,night owl,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,18,Data Science,,Economics,53706,47.60323,-122.330276,Yes,Other,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Business: Other,Economics,Minor in Data Science,53706,40.7,74,Maybe,none (just cheese),dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,19,Business: Finance,,,53703,34.052235,-118.243683,No,mushroom,dog,Yes,early bird,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,20,Science: Other,Atmospheric & Oceanic Sciences,-,53711,40.412776,-74.005974,No,pepperoni,neither,No,early bird,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,19,Other (please provide details below).,Computer Science,Data Science,53706,37.774929,-122.419418,Yes,none (just cheese),cat,No,early bird,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,20,Engineering: Mechanical,,,53703,44.78441,-93.17308,No,pepperoni,dog,Yes,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,22,Engineering: Other,,,53726,39.48214,-106.048691,No,pineapple,cat,No,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,21,Computer Science,,,53703,33.68,-117.82,No,basil/spinach,cat,No,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,17,Computer Science,,,53706,25.204849,55.270782,Maybe,pepperoni,neither,Yes,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,18,Engineering: Industrial,,,53706,41.917519,-87.694771,No,basil/spinach,dog,Yes,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Engineering: Biomedical,,,53706,42.361145,-71.057083,Maybe,macaroni/pasta,dog,No,night owl,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,,Engineering: Biomedical,,,53703,43.073929,-89.385239,No,basil/spinach,dog,No,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,18,Other (please provide details below).,Economics,No,53706,30.20241,120.226822,Yes,Other,neither,Yes,early bird,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,20,Engineering: Biomedical,,,53703,41.198496,0.773436,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Engineering: Mechanical,,Maybe Data Science,53703,39.739235,-104.99025,Maybe,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,20,Science: Chemistry,,,53703,32.16761,120.012444,Maybe,pepperoni,neither,No,night owl,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Data Science,,,53703,43.0722,89.4008,Yes,pineapple,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,18,Science: Biology/Life,,Data Science Minor,53715-1008,41.878113,-87.629799,No,sausage,dog,Yes,early bird,No
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,,Business: Information Systems,,Considering a Computer Science Certificate,53715,42.360081,-71.058884,No,Other,dog,No,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,21,Engineering: Biomedical,,,53703,44.513317,-88.013298,No,pepperoni,dog,No,night owl,No
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,20,Data Science,,,53132,1,1,Yes,Other,cat,No,night owl,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Business: Actuarial,,Risk Management & Insurance,53706,48.856613,2.352222,Maybe,sausage,dog,No,no preference,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Other (please provide details below).,Political Science,,53715,48.135124,11.581981,No,sausage,cat,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Engineering: Industrial,,,53703,41,-74,Maybe,sausage,dog,Yes,no preference,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,20,Other (please provide details below).,Psychology,N/A,53703,43.083321,-89.372475,Maybe,Other,neither,No,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,18,Other (please provide details below).,Computer Science and Statistics,,53706,36.162663,-86.781601,Maybe,mushroom,dog,Yes,early bird,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Engineering: Mechanical,,,53703,25.88,-80.16,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,18,Computer Science,,,53703,46.947975,7.447447,No,sausage,cat,Yes,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Business: Information Systems,,,53703,41.17555,73.64731,Maybe,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Other (please provide details below).,Political Science,Certificate in public policy,53703,45.018269,-93.473892,No,sausage,dog,No,night owl,Maybe
COMP SCI 319:LEC001,LEC001,,Other (please provide details below).,Business analytics,,53705,45.50169,-73.567253,No,pineapple,cat,No,no preference,No
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,21,Science: Biology/Life,"Agronomy, Genetics & Genomics",,53726,32.060253,118.796875,No,mushroom,cat,No,night owl,No
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53706,35.806,-78.68483,No,none (just cheese),dog,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC001,20,Data Science,Data Science,,53726,31.230391,121.473701,Yes,none (just cheese),dog,Yes,no preference,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,18,Engineering: Mechanical,,,53706,41.878113,-87.629799,No,Other,cat,No,night owl,Maybe
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,18,Statistics,,Economics,53706,27.35741,-82.615471,Maybe,none (just cheese),dog,Yes,early bird,No
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Business: Finance,,,53715,35.726212,-83.491226,No,pepperoni,dog,Yes,no preference,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC001,18,Other (please provide details below).,undecided between economics and business,,53706,43.769562,11.255814,Maybe,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,19,Business: Actuarial,,Business: Risk Management and Insurance,53703,43.040433,-87.897423,No,sausage,cat,No,night owl,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,19,Engineering: Mechanical,,,5,25.034281,-77.396278,No,sausage,dog,Yes,no preference,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,,Engineering: Mechanical,,,53706,34.052235,-118.243683,Maybe,Other,dog,Yes,night owl,Yes
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,18,Engineering: Industrial,,,53706-1188,20.798363,-156.331924,No,none (just cheese),dog,Yes,early bird,No
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Engineering: Biomedical,,Chemistry,53703,51.1784° N,115.5708° W,Maybe,pineapple,dog,Yes,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC001,19,Statistics,,,53703,43.05367,-88.44062,No,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB343, COMP SCI 220:LEC004",LEC004,18,Engineering: Industrial,,,53706,36.110168,-97.058571,No,none (just cheese),dog,No,early bird,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC001,21,Computer Science,,,53703,43.07016,-89.39386,Maybe,mushroom,cat,Yes,early bird,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,19,Data Science,,Economics,53726,43.073051,-89.40123,Yes,pepperoni,dog,No,early bird,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,18,Data Science,,Spanish,53706,41.878113,-87.629799,Yes,macaroni/pasta,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Business: Finance,,"Accounting, Information Systems",53726,43.073051,-89.40123,No,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,18,Data Science,,,53706,43.038902,-87.906471,Yes,pineapple,dog,No,night owl,Maybe
COMP SCI 319:LEC001,LEC001,24,Engineering: Other,,,53718,46.77954,-90.78511,No,pineapple,dog,Yes,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,18,Statistics,,,53706,22.57,88.36,Maybe,pineapple,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,20,Computer Science,,,53715,35.016956,-224.24911,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,20,Science: Biology/Life,,,53715,47.606209,-122.332069,No,none (just cheese),dog,Yes,night owl,Maybe
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,18,Engineering: Industrial,Industrial Engineering,,53706,21.28482,-157.83245,No,pineapple,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,20,Engineering: Biomedical,,,53715,40.63 N,14.60 E,No,none (just cheese),dog,No,early bird,Maybe
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,20,Other (please provide details below).,Legal Studies,,53703,20.798363,-156.331924,No,green pepper,dog,No,early bird,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,18,Computer Science,,,53706,32.060253,118.796875,Maybe,sausage,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,18,Other (please provide details below).,Journalism,Computer Science or Data Science,53706,N31,E103,Yes,none (just cheese),cat,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,,Computer Science,,,53706,147,32.5,Maybe,pineapple,cat,No,early bird,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,18,Engineering: Biomedical,N/A,N/A,53701,43.038902,-87.906471,No,pepperoni,dog,No,night owl,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,18,Engineering: Mechanical,,,20815,39.640259,-106.370872,No,sausage,dog,No,night owl,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Engineering: Mechanical,N/A,N/A,53715,41,12,No,pepperoni,dog,No,no preference,Maybe
"COMP SCI 220:LAB343, COMP SCI 220:LEC004",LEC004,20,Other (please provide details below).,Journalism: Strategic Comm./Advertising,Data Science,53703,43.073051,-89.40123,Yes,Other,dog,Yes,night owl,Yes
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,,Engineering: Mechanical,,,53715,43,-87.9,No,pepperoni,cat,Yes,early bird,Maybe
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,19,Engineering: Biomedical,,,53706,32.715736,117.161087,No,pepperoni,dog,Yes,no preference,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,18,Data Science,,,53706,,-87.629799,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB343, COMP SCI 220:LEC004",LEC004,18,Other (please provide details below).,History,Data Science,53706,42.19381,-73.362877,Yes,none (just cheese),cat,Yes,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,19,Engineering: Mechanical,,,53703,39.290386,-76.61219,Maybe,mushroom,dog,No,no preference,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,19,Engineering: Mechanical,,,53726,40.416775,-3.70379,No,macaroni/pasta,dog,No,early bird,Maybe
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53726-4100,46.870899,-89.313789,No,sausage,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,19,Science: Biology/Life,,Data science,53151,41.878113,-87.629799,No,sausage,dog,No,night owl,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,18,Data Science,,,53711,35.1796° N,129.0756° E,Yes,pepperoni,cat,Yes,night owl,Yes
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,18,Data Science,,Business Marketing,53706,37.568291,126.99778,Yes,pepperoni,dog,No,no preference,Maybe
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,17,Statistics,,,53706,31.23,121.47,Maybe,sausage,cat,No,night owl,Maybe
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,19,Other (please provide details below).,,,53715,43.041069,-87.909416,Maybe,mushroom,dog,No,no preference,Maybe
"COMP SCI 220:LAB353, COMP SCI 220:LEC005",LEC005,19,Other (please provide details below).,Economics,Data Science,53703,47.606209,-122.332069,Yes,pineapple,neither,No,no preference,Maybe
COMP SCI 319:LEC005,LEC005,21,Science: Biology/Life,,,53726,40.76078,-111.891045,No,mushroom,dog,No,no preference,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC001,19,Engineering: Mechanical,,,53706,43,-88.27,No,Other,dog,No,night owl,Yes
"COMP SCI 220:LAB332, COMP SCI 220:LEC003",LEC003,20,Business: Other,Accounting,Information Systems,53726,43,-89,No,pepperoni,dog,Yes,early bird,Yes
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,18,Engineering: Other,,,53706,64.147209,-21.9424,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB333",LEC003,18,Data Science,,,53562,42.66544,21.165319,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,22,Data Science,,,53711,39.738449,-104.984848,Yes,none (just cheese),dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,18,Engineering: Mechanical,,,53706,33.748997,-84.387985,Maybe,mushroom,dog,No,night owl,Yes
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,19,Engineering: Mechanical,,,53717,41.2224N,86.4130W,No,Other,dog,Yes,early bird,Maybe
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,19,Business: Actuarial,,Either RMI or Finance,53706,39.299236,-76.609383,No,pineapple,dog,Yes,night owl,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,,Engineering: Mechanical,,,53703,32.776665,-96.796989,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC001,19,Engineering: Biomedical,,,53703,41.878113,-87.629799,No,pepperoni,dog,Yes,no preference,Yes
COMP SCI 319:LEC004,LEC004,26,Other (please provide details below).,Master of Public Affairs,,53715,48.118145,-123.43074,No,basil/spinach,dog,Yes,early bird,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Engineering: Mechanical,,,53703,-12.12168,-45.013481,No,basil/spinach,dog,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,18,Data Science,,,53706,31.230391,121.473701,Yes,sausage,cat,No,night owl,No
"COMP SCI 220:LAB353, COMP SCI 220:LEC005",LEC005,21,Engineering: Industrial,,Economics,53715,1.352083,103.819839,No,none (just cheese),neither,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Engineering: Mechanical,,,53703,40.712776,-74.005974,No,sausage,dog,No,early bird,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Engineering: Mechanical,,,53715,37.98381,23.727539,No,basil/spinach,dog,Yes,early bird,No
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,20,Business: Actuarial,,Risk Management and Insurance,53703,45.003288,-90.329788,No,sausage,dog,No,early bird,Maybe
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,20,Engineering: Mechanical,,Entrepreneurship certificate,53703,43.073051,-89.40123,No,pepperoni,dog,Yes,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,21,Other (please provide details below).,Economics,,53703,41.902782,12.496365,No,basil/spinach,dog,No,no preference,No
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,18,Engineering: Biomedical,,,53706,45.4894° N,93.2476° W,No,mushroom,cat,No,night owl,No
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,19,Data Science,,Wildlife Ecology,53703,89.7221 degrees west,43.2708 degrees north,Yes,sausage,dog,Yes,night owl,No
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC001,,Engineering: Mechanical,,,53706,45.87128,-89.711632,No,pepperoni,neither,Yes,no preference,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,19,Engineering: Mechanical,,,53715,42.360081,-71.058884,No,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,18,Engineering: Mechanical,,,53706,45.056389,-92.960793,Maybe,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB333",LEC001,,Computer Science,,,53703,43.07,-89.4,Maybe,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,20,Business: Finance,,Accounting,53703,22.20315,-159.495651,Maybe,Other,dog,Yes,no preference,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,19,Engineering: Mechanical,,,53703,44.74931,-92.80088,No,pineapple,dog,No,early bird,No
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,21,Business: Actuarial,,Risk Management and Insurance,53726,38.874341,-77.032013,No,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,19,Engineering: Mechanical,N/A,N/A,53703,18.34791,-64.71424,No,basil/spinach,dog,No,night owl,No
"COMP SCI 220:LAB343, COMP SCI 220:LEC004",LEC004,18,Engineering: Mechanical,,,53703,27.5041,82.7145,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,19,Engineering: Biomedical,,,53706,36.462,25.375465,No,basil/spinach,dog,No,night owl,No
COMP SCI 319:LEC004,LEC003,27,Other (please provide details below).,Environment & Resources,,53703,37.389091,-5.984459,No,mushroom,dog,No,night owl,Maybe
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,19,Business: Actuarial,,RMI,53726,32,-117,Yes,pepperoni,neither,Yes,night owl,Yes
